"id","ticket_id","alert_id","full_log","description","suggestion","is_created"
125,NULL,"1715155443.768507275","May  8 16:04:04 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet0\,match\,block\,in\,4\,0x0\,\,128\,24110\,0\,none\,17\,udp\,68\,172.16.10.198\,172.16.255.255\,61432\,1947\,48","Suspicious UDP Traffic Blocked Indicating Potential Brute Force Attack","A WAZUH alert has been triggered indicating a block of suspicious UDP traffic on the port network. The alert details a blocked connection attempt from IP 172.16.10.198 to the broadcast address 172.16.255.255 on port 1947\, which is commonly used for licensing services that could be exploited in brute force attacks for credential access. Immediate actions recommended are: 1. Review and analyze the firewall logs around the time of the alert to identify any related suspicious activities or patterns. 2. Verify the integrity and security posture of the device at IP 172.16.10.198\, including checking for any signs of compromise or unauthorized software installations. 3. Implement additional monitoring on the network segment involving IP 172.16.10.198 to detect further anomalous behaviors. 4. Cross-reference this event with other security tools and logs to check for related security events or alerts. 5. Prepare a detailed incident report summarizing the findings and any corrective actions taken.",False
126,NULL,"1715155689.771577050","May  8 16:08:10 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,1\,7480\,0\,none\,17\,udp\,61\,169.254.255.238\,224.0.0.252\,64517\,5355\,41","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious UDP traffic that was blocked by the external firewall. The traffic originated from IP address 169.254.255.238 and was directed towards the multicast address 224.0.0.252 on port 5355\, commonly used for LLMNR (Link-Local Multicast Name Resolution). This activity is associated with a potential brute force attack aimed at exploiting weak credentials through the LLMNR protocol\, which could allow unauthorized access to network resources.

**Detailed Response Actions:**
1. **Review Firewall Logs:** Examine detailed logs around the time of the alert to identify any related traffic patterns or additional blocked attempts.
2. **Analyze Source IP:** Investigate the origin device with IP 169.254.255.238 to determine if it is a legitimate part of the network or a compromised host.
3. **Network Traffic Analysis:** Use network monitoring tools to analyze ongoing traffic from and to the multicast address to detect any further suspicious activities.
4. **Credential Audit:** Conduct a thorough audit of network credentials to ensure they are not susceptible to brute force attacks. Update weak passwords.
5. **LLMNR Security Review:** Evaluate the necessity of LLMNR within the network and consider disabling it if not required\, or implement additional security measures to protect against its exploitation.
6. **Incident Documentation:** Document the incident details\, actions taken\, and any findings for future reference and improvement of security posture.",False
127,NULL,"1715155920.774309680","Powershell script used \""Invoke-command\"" cmdlet to execute sub script","Duplicate case","This Wazuh alert relates to Cydarm case number [0JGFEP].",False
128,NULL,"1715155934.774783323","May  8 16:12:15 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,11510\,0\,none\,17\,udp\,71\,192.168.174.253\,8.8.4.4\,59685\,53\,51","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the internal network\, which was attempting to communicate from an internal IP address (192.168.174.253) to an external DNS server (8.8.4.4) over port 53. This activity was identified by the firewall's filter log and was automatically blocked due to its suspicious nature\, potentially indicating a brute force attack on DNS queries or an attempt to communicate with a command and control server. Steps to investigate and mitigate:1. Review the firewall logs to identify any patterns or repeated attempts from the source IP.2. Conduct a full network scan to ensure no other suspicious activities are occurring.3. Isolate the affected system (192.168.174.253) to prevent any potential spread or further unauthorized activities.4. Perform a detailed analysis of the system's logs to identify any changes or unauthorized access attempts.5. Update firewall rules to further restrict outbound traffic over UDP port 53 to known and trusted DNS servers only.6. Monitor network traffic continuously for any further unusual activities.",False
129,NULL,"1715156040.776007983","Powershell script may be using Base64 decoding method","Duplicate case","This Wazuh alert relates to Cydarm case number [0JGFEP].",False
130,NULL,"1715156154.777608282","Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process","Duplicate case","This Wazuh alert relates to Cydarm case number [3B2B2N].",False
131,NULL,"1715156179.778284181","May  8 16:16:20 OPNsense.localdomain filterlog[75628]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet0\,match\,block\,in\,4\,0x0\,\,1\,24570\,0\,none\,17\,udp\,61\,172.16.10.198\,224.0.0.252\,62100\,5355\,41","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert has been triggered indicating suspicious activity on the network. The alert details a blocked UDP packet due to a match with a security rule in the firewall. The packet originated from the internal IP address 172.16.10.198 and was attempting to reach the multicast address 224.0.0.252 on port 5355\, which is commonly used for LLMNR (Link-Local Multicast Name Resolution). This could potentially indicate an attempt at exploiting LLMNR for credential access through brute force techniques\, as suggested by the MITRE ID T1110. Immediate actions include: 
1. Review the firewall rule that triggered the alert to ensure it is configured correctly to block similar traffic. 
2. Investigate the source IP address 172.16.10.198 to determine the legitimacy of the traffic and identify the device responsible. 
3. Analyze network logs around the time of the alert to identify any related suspicious activities or patterns. 
4. Increase monitoring on the multicast address 224.0.0.252 to detect further unauthorized attempts. 
5. If the source is found to be malicious\, consider implementing additional network segmentation or stricter access controls for devices in the same subnet.",False
132,NULL,"1715156428.781258611","May  8 16:20:29 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,10344\,0\,none\,17\,udp\,81\,192.168.172.19\,8.8.8.8\,46075\,53\,61","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the ICS network firewall. The packet originated from an internal IP address (192.168.172.19) and was attempting to communicate with an external DNS server (8.8.8.8) over port 53. This activity was identified by the firewall's filterlog and was automatically blocked due to security policies in place.Steps to investigate and respond to the alert:1. Verify the legitimacy of the source IP address (192.168.172.19) to determine if the device should be communicating with external DNS servers.2. Review firewall rules to confirm that the blocking policy for outbound UDP traffic on port 53 is correctly configured.3. Check the firewall logs for other instances of similar traffic patterns to identify if this represents a broader issue within the network.4. Conduct a network scan to ensure no unauthorized devices are present on the network.5. Analyze network traffic logs from the affected device to determine if there have been other unusual outbound requests.6. Update the firewall's threat intelligence feeds to enhance detection capabilities for future incidents.",False
133,NULL,"1715156677.784399281","May  8 16:24:38 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,12012\,0\,none\,17\,udp\,93\,192.168.174.253\,8.8.4.4\,64751\,53\,73","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the firewall. The packet originated from an internal IP address (192.168.174.253) and was attempting to communicate with an external DNS server (8.8.4.4) over port 53. The packet was blocked due to a match with a security rule configured in the OPNsense firewall. This incident is associated with a potential brute force attack as indicated by the MITRE ID T1110. Immediate actions include: 
1. Review the firewall rule that triggered the block to confirm its configuration and ensure it is aligned with the current security policy. 
2. Investigate the origin host (192.168.174.253) to determine if it has been compromised or if any malicious applications are present. 
3. Analyze logs from the affected host and the firewall to identify any related suspicious activities or patterns. 
4. Increase monitoring on the network segment from which the suspicious traffic originated to detect further anomalies. 
5. If the host is found to be compromised\, initiate containment and remediation procedures to mitigate the threat.",False
134,NULL,"1715156917.787478524","May  8 16:28:38 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,13315\,0\,none\,17\,udp\,81\,192.168.172.19\,8.8.8.8\,47414\,53\,61","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet from an internal IP address (192.168.172.19) attempting to communicate with an external DNS server (8.8.8.8) over port 53. This activity was identified by the firewall and was blocked due to its characteristics\, which matched a known attack pattern for credential brute force attempts (MITRE ID: T1110). Immediate actions to investigate and mitigate potential threats include: 
1. Review the firewall logs around the time of the alert to identify any related traffic patterns or additional blocked attempts. 
2. Conduct a network scan to ensure no unauthorized devices are present on the network segment from which the traffic originated. 
3. Examine system logs of the device with IP 192.168.172.19 to check for signs of compromise or malicious processes. 
4. Update firewall rules to further restrict outbound traffic to known external DNS servers from non-designated systems. 
5. Monitor network traffic continuously for the next 48 hours to detect any further unusual activities.",False
135,NULL,"1715157160.790956430","May  8 16:32:40 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,12307\,0\,none\,17\,udp\,67\,192.168.174.253\,8.8.8.8\,65113\,53\,47","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the network\, which was identified by the firewall's filter log. The packet originated from an internal IP address (192.168.174.253) and was attempting to communicate with an external DNS server (8.8.8.8) over port 53. The packet was blocked due to a match with a security rule configured in the firewall\, which is designed to prevent potential DNS tunneling or unauthorized DNS requests often used in data exfiltration or command and control activities. 

**Recommended Actions:**
1. **Review Firewall Configuration:** Ensure that the firewall rules are correctly configured to block unauthorized traffic without disrupting legitimate network communications.
2. **Investigate the Source IP:** Further investigate the internal device with IP 192.168.174.253 to determine if it has been compromised or if any malicious applications are installed.
3. **Analyze Network Logs:** Examine other network logs around the time of the alert to identify any related suspicious activities or patterns.
4. **Update Security Measures:** Consider updating IDS/IPS signatures and firewall rules based on the findings from the investigation to better protect against similar threats.
5. **Continuous Monitoring:** Keep monitoring network traffic for anomalies and ensure all security systems are updated with the latest threat intelligence.",False
136,NULL,"1715157401.793879797","May  8 16:36:43 OPNsense.localdomain filterlog[75628]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet0\,match\,block\,in\,4\,0x0\,\,128\,25559\,0\,none\,17\,udp\,68\,172.16.10.198\,172.16.255.255\,61432\,1947\,48","Suspicious UDP Traffic Blocked Indicating Potential Brute Force Attack","A WAZUH alert has been triggered indicating a block of suspicious UDP traffic on the network. The details are as follows:

- **Source IP**: 172.16.10.198
- **Destination IP**: 172.16.255.255
- **Source Port**: 61432
- **Destination Port**: 1947
- **Protocol**: UDP
- **Rule ID**: 87702
- **Mitre ID**: T1110
- **Mitre Tactic**: Credential Access
- **Mitre Technique**: Brute Force

**Recommended Actions**:
1. **Investigate the Source IP**: Review all recent activities and logs associated with the IP 172.16.10.198 to identify any other anomalous behavior.
2. **Enhance Monitoring**: Increase monitoring on the network segment from which the suspicious traffic originated to detect further unusual patterns.
3. **Verify Configuration and Rules**: Ensure that firewall and intrusion detection system configurations are up to date to effectively block and alert on similar attempts.
4. **Conduct a Network Sweep**: Use network scanning tools to check for other potentially compromised devices that may be communicating with known malicious IPs or showing signs of similar attack patterns.
5. **Review and Update Security Policies**: Reassess current security policies and procedures to enhance defenses against brute force attacks\, focusing on strengthening password policies and access controls.",False
137,NULL,"1715157643.796545641","May  8 16:40:43 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,12531\,0\,none\,17\,udp\,67\,192.168.174.253\,8.8.8.8\,51813\,53\,47","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the port typically used for DNS queries. The packet originated from an internal IP address (192.168.174.253) and was directed towards an external DNS server (8.8.8.8). This activity was identified by the firewall and blocked due to its unusual nature in the context of normal network operations. The alert is associated with a potential brute force attack as indicated by the MITRE ID T1110. Immediate steps to investigate include: 1. Review the firewall logs around the time of the alert to identify any related events or patterns of suspicious activity. 2. Examine the system logs of the device with IP 192.168.174.253 to determine if it has been compromised or is exhibiting other anomalous behaviors. 3. Increase monitoring on the network segment from which the suspicious traffic originated to detect further anomalies. 4. Conduct a network sweep to ensure no other internal devices are communicating with external DNS servers without authorization. 5. Update firewall rules to further restrict unnecessary or suspicious outbound traffic\, especially over commonly abused ports like DNS.",False
138,NULL,"1715157885.800212869","May  8 16:44:46 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,528\,0\,DF\,6\,tcp\,52\,192.168.30.196\,192.168.126.159\,49195\,8383\,0\,S\,3209275434\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Suspicious TCP Connection Blocked","A WAZUH alert was triggered indicating a blocked TCP connection attempt due to suspicious activity consistent with a brute force attack. The connection was from IP 192.168.30.196 to 192.168.126.159 on port 8383. The firewall rule identified and blocked the attempt as it matched a known attack pattern. Immediate actions include: 1. Verify the firewall configuration to ensure it is correctly blocking similar attempts. 2. Investigate the source IP 192.168.30.196 for any malicious processes or compromised credentials. 3. Review logs for any other suspicious activities associated with this IP or similar patterns. 4. Update firewall rules to enhance detection and prevention measures against brute force attacks. 5. Monitor network traffic for further anomalies that match the characteristics of brute force or other credential access techniques.",False
139,NULL,"1715157960.801168355","Powershell script used \""Invoke-command\"" cmdlet to execute sub script","Duplicate case","This Wazuh alert relates to Cydarm case number [0JGFEP].",False
140,NULL,"1715158128.803342174","May  8 16:48:49 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,1\,3679\,0\,none\,17\,udp\,61\,192.168.30.196\,224.0.0.252\,60217\,5355\,41","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious UDP traffic blocked by the external firewall. The traffic originated from the IP address 192.168.30.196 and was directed towards the multicast address 224.0.0.252 on port 5355. This activity was identified as a potential brute force attack aimed at exploiting vulnerabilities related to credential access. Immediate steps to investigate and mitigate include: 
1. Review the firewall logs for any additional suspicious activities from the source IP 192.168.30.196.
2. Conduct a detailed analysis of the affected system to ensure no breach has occurred.
3. Implement enhanced monitoring on the source IP to detect further malicious attempts.
4. Update firewall rules to further restrict traffic to sensitive multicast addresses and ports commonly used in attacks.
5. Alert network operations center to the potential threat for heightened awareness and response readiness.",False
141,NULL,"1715158141.803856722","Powershell script may be using Base64 decoding method","Duplicate case","This Wazuh alert relates to Cydarm case number [07QMR9].",False
142,NULL,"1715158253.804707420","Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process","Duplicate case","This Wazuh alert relates to Cydarm case number [3B2B2N].",False
143,NULL,"1715158377.806003339","May  8 16:52:58 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,6537\,0\,DF\,6\,tcp\,52\,192.168.30.196\,192.168.126.159\,49259\,8383\,0\,S\,421861769\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Suspected Brute Force Attack Detected","A WAZUH alert has been triggered indicating a potential brute force attack attempt. The alert details are as follows:

- **Source IP**: 192.168.30.196
- **Destination IP**: 192.168.126.159
- **Destination Port**: 8383
- **Protocol**: TCP
- **WAZUH ID**: 1715158377.806003339
- **Agent**: OPNsense-External.localdomain
- **Rule ID**: 87702
- **Mitre ID**: T1110
- **Mitre Tactic**: Credential Access
- **Mitre Technique**: Brute Force

**Recommended Actions**:
1. **Immediate Isolation**: Temporarily block all traffic from the source IP (192.168.30.196) to prevent further attempts.
2. **Investigation**: Initiate a detailed investigation to confirm the nature of the traffic and determine if the credentials have been compromised.
3. **Log Review**: Examine logs for any successful connections or data breaches from the source IP to identify impacted accounts or data.
4. **Password Policy Enforcement**: Ensure that strong password policies are enforced and consider resetting passwords for accounts that may have been targeted.
5. **Security Measures Review**: Review and enhance security measures such as implementing account lockout policies and multi-factor authentication to prevent similar attacks.",False
144,NULL,"1715158617.809145941","May  8 16:56:57 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,64164\,0\,none\,17\,udp\,86\,192.168.172.19\,8.8.8.8\,47852\,53\,66","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet from an internal IP address (192.168.172.19) attempting to communicate with an external DNS server (8.8.8.8) over port 53. The packet was intercepted by the OPNsense-ICS firewall\, which is configured to block such traffic as per security rule 87702. This rule is designed to prevent potential data exfiltration or unauthorized external communications often used in credential brute force attacks (MITRE ID: T1110). Immediate actions to investigate and mitigate include: 
1. Review the firewall configuration to ensure it aligns with the current security policies. 
2. Conduct a detailed analysis of the logs from the firewall and the affected system to understand the context of the attempt. 
3. Perform a network sweep to detect any other unusual outbound communication attempts. 
4. Increase monitoring on the internal IP address to catch further suspicious activities. 
5. If necessary\, isolate the system to prevent any potential impact on the network while conducting a thorough investigation.",False
145,NULL,"1715158860.812898549","May  8 17:01:01 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,3358\,0\,DF\,6\,tcp\,60\,192.168.172.19\,192.168.127.55\,55602\,1514\,0\,S\,2609916936\,\,64240\,\,mss;sackOK;TS;nop;wscale","Suspicious Brute Force Attempt Detected","A WAZUH alert has been triggered indicating a potential brute force attack targeting the network. The alert details are as follows:

- **Source IP**: 192.168.172.19
- **Destination IP**: 192.168.127.55
- **Destination Port**: 1514
- **Protocol**: TCP
- **Alert ID**: 1715158860.812898549
- **Mitre Tactic**: Credential Access
- **Mitre Technique**: Brute Force

**Recommended Actions**:
1. **Immediate Isolation**: Temporarily block all traffic from the source IP to prevent further unauthorized attempts.
2. **Investigation**: Initiate a thorough investigation to determine if the source IP belongs to a legitimate user or system within the network.
3. **Log Review**: Examine system and security logs around the time of the alert to identify any successful connections or data breaches.
4. **Password Policy Review**: Ensure that strong password policies are enforced throughout the network to resist brute force attacks.
5. **Alert Correlation**: Check for other security alerts that might be related to this incident to understand broader attack patterns.
6. **User Notification**: Inform potentially affected users and advise them to change their passwords as a precautionary measure.",False
146,NULL,"1715159103.816408067","May  8 17:05:04 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,13262\,0\,none\,17\,udp\,71\,192.168.174.253\,8.8.8.8\,64089\,53\,51","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the internal network\, which was attempting to communicate from an internal IP address (192.168.174.253) to an external DNS server (8.8.8.8) over port 53. The packet was intercepted by the OPNsense firewall configured on the ICS network segment. This activity was identified under the rule ID 87702\, associated with a potential Brute Force attack (MITRE ID: T1110). Immediate actions to be taken include: 
1. Review the firewall logs around the time of the alert to identify any related events or patterns of similar traffic. 
2. Investigate the origin host (192.168.174.253) to determine if any malicious processes are running or if it has been compromised. 
3. Verify the integrity and security posture of the DNS settings on the network to prevent DNS tampering or redirection. 
4. Enhance monitoring rules to detect and alert on unusual outbound traffic patterns\, especially over commonly abused ports like 53. 
5. Conduct a network sweep to check for other signs of compromise or attempts to access external control servers.",False
147,NULL,"1715159350.819502516","May  8 17:09:11 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,13733\,0\,none\,17\,udp\,71\,192.168.174.253\,8.8.4.4\,51438\,53\,51","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the firewall. The packet originated from an internal IP address (192.168.174.253) and was attempting to communicate with an external DNS server (8.8.4.4) over port 53. The firewall rule that triggered the alert is identified by the rule ID 87702\, which is configured to block such traffic. This activity is associated with the MITRE ID T1110\, indicating a potential brute force attack on network credentials. Immediate steps to address this issue include: 
1. Review the firewall configuration to ensure that the blocking rule is correctly implemented and no legitimate traffic is being affected. 
2. Investigate the internal device with IP 192.168.174.253 to determine if it has been compromised or if there is a misconfiguration. 
3. Analyze logs from the affected device and the firewall to look for other suspicious activities. 
4. Increase monitoring on the network segment from which the traffic originated to detect further anomalies. 
5. If the device is found to be compromised\, initiate containment and remediation procedures to prevent further unauthorized access.",False
148,NULL,"1715159593.822656936","May  8 17:13:14 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,13500\,0\,none\,17\,udp\,62\,192.168.174.253\,8.8.8.8\,53993\,53\,42","Suspicious UDP Traffic Blocked on ICS Network","A WAZUH alert has been triggered indicating suspicious activity on the ICS network. The alert details a blocked UDP packet on the OPNsense firewall\, which was attempting to communicate from an internal IP (192.168.174.253) to an external DNS server (8.8.8.8) over port 53. This activity is associated with rule 87702 and is linked to MITRE ID T1110\, which involves credential access through brute force techniques. Immediate actions to be taken include: 
1. Review the firewall logs around the time of the alert to identify any related events or patterns of suspicious activity. 
2. Conduct a network traffic analysis to determine if there were other attempts to communicate with external servers\, especially focusing on traffic to and from 192.168.174.253. 
3. Verify the integrity and security configuration of the DNS settings on the ICS network to prevent unauthorized access or modifications. 
4. Increase monitoring on the ICS network segment to detect further unusual activities. 
5. Collaborate with network operations to assess whether additional firewall rules are needed to enhance security measures against potential DNS tunneling or other unauthorized external communications.",False
149,NULL,"1715159842.826382366","May  8 17:17:22 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,7389\,0\,none\,17\,udp\,81\,192.168.172.19\,8.8.8.8\,46529\,53\,61","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet from an internal IP address (192.168.172.19) attempting to communicate with an external DNS server (8.8.8.8) over port 53. The packet was blocked by the OPNsense firewall on the ICS network. This activity was flagged by a rule designed to detect potential brute force attacks\, as indicated by the MITRE ID T1110. Steps for further investigation:1. Review the firewall logs around the time of the alert to identify any related traffic patterns or additional blocked attempts.2. Investigate the internal device with IP 192.168.172.19 to determine if it has been compromised or if the DNS requests were legitimate.3. Check for any anomalies or signs of malware on the device that could explain the unusual network traffic.4. Analyze network traffic logs from other security devices to correlate events and identify potential lateral movements or other indicators of compromise.5. Update firewall rules to further restrict unnecessary or suspicious outbound traffic and enhance monitoring of similar activities.",False
150,NULL,"1715160084.829307025","May  8 17:21:23 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,63729\,0\,none\,17\,udp\,81\,192.168.172.19\,8.8.8.8\,60889\,53\,61","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on port 53\, which is typically used for DNS queries. The source IP 192.168.172.19 attempted to communicate with the external IP 8.8.8.8. This activity was identified by the firewall and blocked due to a match with a security rule configured to block such traffic. The alert is associated with a potential brute force attack (MITRE ID: T1110)\, suggesting an attempt to access credentials or exploit DNS traffic. Immediate steps to investigate include: 
1. Review the firewall rule that triggered the alert to understand its conditions. 
2. Examine logs around the time of the alert to identify any related events or patterns of suspicious activity. 
3. Check the integrity and security configuration of the DNS server at 8.8.8.8 to ensure it has not been compromised. 
4. Analyze network traffic logs for any abnormal queries or bursts of traffic that could indicate a reconnaissance or brute force attack. 
5. Update firewall rules to further restrict unauthorized DNS traffic and enhance monitoring of similar traffic patterns.",False
151,NULL,"1715160331.832246135","May  8 17:25:31 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,14408\,0\,none\,17\,udp\,71\,192.168.174.253\,8.8.4.4\,53446\,53\,51","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the internal network. Here are the steps to investigate and address this issue:

1. Review the firewall logs for the entry with ID 1715160331.832246135 to confirm the block action taken against the suspicious UDP traffic.
2. Analyze the source IP 192.168.174.253 and destination IP 8.8.4.4 to understand the context of this traffic and identify any patterns or anomalies associated with these IPs.
3. Check the destination port 53\, commonly used for DNS queries\, to determine if this was a legitimate request or part of a potential DNS tunneling or other DNS-related attack.
4. Correlate this event with other security logs to see if there have been other similar attempts or related security events around the same time.
5. Update the firewall rules to strengthen policies around allowed UDP traffic\, especially focusing on commonly abused ports like 53.
6. Monitor subsequent network traffic for signs of repeated attempts from the source IP or unusual patterns to other DNS servers.
7. Prepare a brief report summarizing the findings\, actions taken\, and any recommendations for further actions or policy updates.",False
152,NULL,"1715160574.836142686","May  8 17:29:35 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,41525\,0\,none\,17\,udp\,82\,192.168.172.19\,8.8.8.8\,58246\,53\,62","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the ICS network firewall. The packet originated from an internal IP address (192.168.172.19) and was attempting to communicate with an external DNS server (8.8.8.8) over port 53. This activity was identified by the firewall's filterlog and was automatically blocked due to security policies in place.Steps to investigate and mitigate:1. Review the firewall logs to confirm the block action and gather more details about the traffic before and after the alert.2. Investigate the source machine (192.168.172.19) to determine if it has been compromised or if legitimate DNS queries are being misrouted.3. Verify the firewall rules to ensure that they correctly define which traffic is allowed and which is blocked\, particularly concerning DNS traffic.4. Conduct a network sweep to check for other unusual outbound connections\, especially over commonly abused ports like 53.5. If the source machine is compromised\, initiate a forensic analysis to understand the scope of the breach and identify any malware or tools used.6. Update the IDS/IPS with the latest signatures and ensure that anomaly-based detection mechanisms are tuned to catch similar attempts in the future.",False
153,NULL,"1715160660.837065834","Powershell script used \""Invoke-command\"" cmdlet to execute sub script","Duplicate case","This Wazuh alert relates to Cydarm case number [0JGFEP].",False
154,NULL,"1715160840.839611074","Powershell script may be using Base64 decoding method","Duplicate case","This Wazuh alert relates to Cydarm case number [3B2B2N].",False
155,NULL,"1715160817.839090071","May  8 17:33:38 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,24152\,0\,none\,17\,udp\,81\,192.168.172.19\,8.8.8.8\,37634\,53\,61","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious UDP traffic blocked by the firewall. The traffic originated from IP address 192.168.172.19 and was attempting to communicate with the external IP address 8.8.8.8 on port 53\, which is typically used for DNS queries. The traffic was blocked due to a match with a security rule in the firewall\, specifically rule ID 87702. This rule is associated with the MITRE technique T1110\, indicating a potential brute force attack on credentials. Immediate actions should include: 
1. Review the firewall rule that triggered the alert to confirm its configuration and ensure it is appropriately blocking malicious or suspicious traffic. 
2. Investigate the origin host (192.168.172.19) to determine if it has been compromised or if any malicious processes are running that could explain the unusual traffic. 
3. Check other security devices and logs for signs of related malicious activity or other attempts to breach the network. 
4. Increase monitoring on network traffic patterns to quickly identify and respond to further suspicious activities. 
5. If the investigation confirms a security breach\, initiate incident response protocols to mitigate and resolve any damage or data loss.",False
156,NULL,"1715160936.840484764","Binary loaded PowerShell automation library - Possible unmanaged Powershell execution by suspicious process","Duplicate case","This Wazuh alert relates to Cydarm case number [3B2B2N].",False
